ayah	status	sha256	reviewer	date	note
1	verified	94371f9995d556021a4b5b225218392c04bbf46b2a1c7d56cd5389eea03ef592	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	cc674c2584e655748ed5eb898c9db47ee63a27fe26ec089748a114c2b43c598e	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	dc91e9c03be3f9555d5e8a99ff9688cdadd75a71d86ea348939421df4b92a16b	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	2aecb63223aba61c7c32bf1bed7eb80f73a362d52c3ccb061564e37a61ad622e	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	dd5898c01e052fcd9558400e9b8ca016db7536fdcc84f663c69545825f2f217c	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	1ec3708baa28df67867bc481306de300040a1a2808eaedceb65e3129426f92f3	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	9cf6849bd48507467148a1c36946fd47d72aadc582aa8e80754477fe9e2f677a	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	5cbdb8032c535e6aa2fb29c1623f0b2dadad296e6054bf341e7a0497d5d8cdcf	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	e7b482d64d88d85954d5f62647d84b7f144f7464c67f5e3c350824fa2c392b91	AI (double) + owner sample	2026-09-25	ADR 0006
10	approved	dc3e78031fab656001b59f6ce41721bd0861333c69528a81bc373d6124f73bc9	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
11	verified	651f8f6fc6c650a1f51179782d66b2ade8c69f745df6a6f8cc7b604a38e78f3e	AI (double) + owner sample	2026-09-25	ADR 0006
12	approved	7c2003b4e96d5b649089159dbd61e73cea0a0c192c9f533fcc3354c537ed7c57	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
13	verified	b264edb85e0daa8c4bd8c624400a0ecff1ff8d6dfe3c86822337aa49e97915b4	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	dcd400a3058ee730475b479465b7648cb3b039fd9a2d6aa3225370374a12fd37	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	70efeb6a93d5a9f306c817bc0ff806b5b547493334f2afcc33414cc9d829f6cf	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	e118f5965e5fc61b4dae139b235ca6032471876daf08f7e22c363b7df429e30b	AI (double) + owner sample	2026-09-25	ADR 0006
